epoch,lr,early stop,freeze,decay rate,train time,best train loss,best train acc,best val loss,best val acc,test loss,test acc
1,1e-05,5,6,1,71.89463210105896,0.22510984874016246,0.9297514870581656,0.16079781098025187,0.9461275579766457,0.15195732782735968,0.951826392881798
1,1e-05,5,6,1,71.31088900566101,0.22629827015826587,0.9288097673908193,0.16035384173441378,0.948136343719056,0.15304705733151147,0.9529668515378779
